age,attrition,businesstravel,dailyrate,distancefromhome,education,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
33,no,travel_rarely,270.52,4,4,851,3,F,2,1,research scientist,2,married,2185.0,5681.0,6,desconocido,21,4,4,part time,0,,3,3,3,1,1,1990,26220.0,yes
52,no,travel_rarely,331.4,2,3,852,3,F,2,1,laboratory technician,4,single,2676.67,6959.33,7,desconocido,15,3,2,full time,0,,3,2,2,2,2,1971,32120.0,yes
59,no,travel_rarely,290.04,6,2,853,2,M,3,1,human resources,3,married,2342.59,6090.75,8,desconocido,17,3,4,part time,0,,2,2,2,2,2,1964,28111.13,no
32,yes,,290.04,1,3,854,4,M,2,1,laboratory technician,3,single,2342.59,6090.75,0,desconocido,14,3,4,,0,4,2,1,3,1,2,1991,53914.11,yes
39,no,,290.04,24,4,855,24,F,3,1,laboratory technician,3,divorced,2342.59,6090.75,7,no,14,3,3,part time,3,7,1,3,3,1,2,1984,28111.13,no
32,no,non-travel,556.26,26,4,856,3,M,3,2,sales executive,4,,4492.84,11681.39,0,no,18,3,1,part time,0,4,2,3,3,2,2,1991,53914.11,yes
31,no,,1032.49,3,4,857,2,M,3,3,research director,3,divorced,8339.32,21682.23,9,no,12,3,1,part time,1,,3,3,2,2,2,1992,100071.84,yes
33,no,travel_rarely,300.34,5,4,858,3,F,2,1,research scientist,4,married,2425.83,6307.17,1,desconocido,13,3,3,full time,1,2,2,2,2,0,2,1990,29110.0,yes
45,no,,556.26,23,4,859,1,M,4,2,manufacturing director,3,,4492.84,11681.39,4,desconocido,17,3,4,,1,9,1,3,3,0,2,1978,53914.11,yes
42,no,,556.26,17,2,860,4,F,4,2,research scientist,1,single,4492.84,11681.39,3,yes,13,3,3,part time,0,,1,3,3,0,2,1981,53914.11,yes
29,no,,715.1,19,2,861,4,M,3,2,sales executive,4,divorced,4492.84,15017.17,2,no,14,3,4,full time,1,,2,3,3,0,2,1994,69310.0,no
25,no,travel_rarely,556.26,1,3,862,1,F,3,2,manufacturing director,3,married,4492.84,11681.39,0,no,12,3,4,,2,5,3,3,4,1,2,1998,53914.11,no
32,no,,224.51,2,1,863,4,M,2,2,laboratory technician,1,,1813.33,4714.67,4,no,13,3,4,part time,0,9,5,3,6,0,4,1991,21760.0,no
28,no,travel_rarely,290.04,9,3,864,4,M,3,1,research scientist,4,married,4492.84,6090.75,1,no,23,4,4,,1,,3,,5,0,4,1995,28111.13,yes
21,no,travel_rarely,333.25,3,2,865,4,M,2,1,research scientist,3,single,4492.84,6998.33,1,no,17,3,1,full time,0,,4,4,3,1,0,2002,32300.0,no
37,no,non-travel,1032.49,1,4,866,1,F,3,3,research director,4,divorced,8339.32,21682.23,2,yes,18,3,1,part time,2,,2,3,5,0,2,1986,100071.84,no
38,no,travel_rarely,556.26,23,4,867,4,M,3,2,healthcare representative,4,,4492.84,11681.39,9,desconocido,14,3,2,part time,1,,2,3,2,1,2,1985,53914.11,no
26,yes,travel_rarely,290.04,16,4,868,1,M,3,1,laboratory technician,2,divorced,2342.59,6090.75,2,yes,13,3,4,part time,1,,2,3,3,0,2,1997,28111.13,no
49,no,,1925.75,10,4,869,3,F,3,5,research director,1,single,15554.17,40440.83,9,yes,11,3,4,full time,0,,4,3,3,1,2,1974,186650.0,yes
31,no,travel_frequently,287.75,5,3,870,4,F,3,1,sales representative,2,divorced,4492.84,6042.83,1,desconocido,11,3,3,part time,1,2,5,2,2,2,2,1992,27890.0,yes
37,no,travel_frequently,290.04,9,3,871,2,M,3,1,research scientist,4,married,2342.59,6090.75,1,desconocido,12,3,3,part time,3,,3,2,4,1,2,1986,28111.13,no
31,no,travel_rarely,290.04,11,4,872,11,M,3,1,research scientist,4,married,2342.59,6090.75,0,desconocido,12,3,3,part time,1,,4,3,5,0,3,1992,28111.13,yes
31,no,travel_rarely,661.35,2,3,873,1,M,2,2,human resources,1,,5341.67,13888.33,3,no,12,3,4,full time,0,,1,3,2,1,0,1992,64100.0,no
31,no,,290.04,2,4,874,3,M,3,1,research scientist,4,,2342.59,6090.75,0,desconocido,18,3,2,part time,1,3,2,1,2,2,2,1992,28111.13,yes
52,yes,,509.79,17,4,875,17,M,2,2,research scientist,2,,4117.5,10705.5,2,no,15,,1,part time,0,11,3,2,8,7,7,1971,49410.0,no
28,yes,,290.04,2,4,876,1,M,1,1,research scientist,4,married,2342.59,6090.75,5,yes,13,3,4,,0,,4,2,3,2,2,1995,53914.11,yes
47,no,travel_rarely,1973.98,5,5,877,4,M,3,5,research director,3,married,4492.84,41453.67,4,desconocido,11,3,2,full time,1,21,2,3,3,1,1,1976,191324.62,no
29,no,,410.94,9,5,878,2,M,2,1,laboratory technician,4,,3319.17,8629.83,0,no,17,3,3,full time,0,4,2,,3,2,2,1994,39830.0,yes
37,no,,654.85,5,2,879,4,M,3,2,manufacturing director,4,,5289.17,13751.83,7,no,16,3,3,,2,8,2,2,6,0,4,1986,53914.11,yes
23,no,,299.62,26,1,880,3,M,3,1,research scientist,4,,2420.0,6292.0,1,desconocido,12,3,3,full time,2,,2,2,4,0,2,2000,29040.0,no
42,no,travel_rarely,278.16,2,1,881,3,M,3,1,human resources,3,divorced,2246.67,5841.33,0,yes,11,3,3,,1,4,5,3,3,1,0,1981,53914.11,no
30,no,,556.26,25,2,882,4,F,3,2,sales executive,3,,4492.84,11681.39,7,desconocido,12,3,2,,1,4,2,4,2,2,2,1993,53914.11,no
21,yes,,224.3,31,1,883,1,F,2,1,sales representative,2,single,4492.84,4710.33,1,desconocido,11,3,3,part time,0,3,3,3,3,1,2,2002,21740.0,yes
57,no,travel_rarely,696.94,1,4,884,4,M,3,2,healthcare representative,3,,5629.17,14635.83,2,no,11,3,3,,0,,2,3,3,1,2,1966,53914.11,yes
21,no,,290.04,9,2,885,1,M,3,1,sales representative,4,single,2342.59,6090.75,1,desconocido,24,4,3,,0,3,3,2,3,2,2,2002,28111.13,yes
31,no,travel_rarely,274.13,9,4,886,3,M,2,1,research scientist,2,,2214.17,5756.83,0,desconocido,16,3,4,part time,0,3,5,3,2,2,2,1992,26570.0,yes
29,no,,290.04,17,3,887,17,M,3,1,research scientist,4,,2342.59,6090.75,9,no,16,,4,part time,0,6,4,3,3,1,2,1994,28111.13,no
27,no,travel_rarely,290.04,1,2,888,4,M,3,1,laboratory technician,2,,2342.59,6090.75,1,no,11,3,2,part time,1,5,2,3,5,0,4,1996,28111.13,yes
49,no,travel_rarely,1131.31,7,3,889,2,M,2,3,healthcare representative,3,single,9137.5,23757.5,8,no,24,4,3,full time,0,,2,3,5,0,0,1974,109650.0,yes
36,no,travel_rarely,262.37,2,3,890,4,F,3,1,research scientist,3,married,4492.84,5509.83,4,no,13,3,2,part time,1,,3,3,2,2,2,1987,25430.0,yes
34,yes,non-travel,547.24,19,3,891,1,M,4,2,sales executive,4,,4420.0,11492.0,8,yes,13,3,2,part time,0,,3,2,5,0,4,1989,53040.0,yes
24,no,,556.26,10,4,892,4,F,3,2,sales executive,3,divorced,4492.84,11681.39,1,yes,12,3,4,part time,1,,2,4,5,0,3,1999,53914.11,yes
42,no,,290.04,1,4,893,2,F,3,1,laboratory technician,1,,4492.84,6090.75,3,no,16,3,2,part time,1,8,5,3,5,1,2,1981,28111.13,yes
54,no,,2002.21,5,2,894,1,M,3,5,research director,1,married,16171.67,42046.33,4,desconocido,11,3,3,full time,1,24,4,2,4,1,2,1969,194060.0,no
34,no,,674.56,4,4,895,3,F,3,2,sales executive,3,married,5448.33,14165.67,9,no,15,3,1,full time,1,,3,3,3,1,2,1989,65380.0,yes
43,no,,232.97,21,3,896,4,M,3,1,laboratory technician,4,,1881.67,4892.33,7,desconocido,20,4,1,,1,,1,3,3,1,2,1980,53914.11,yes
43,no,travel_rarely,556.26,8,4,897,3,F,3,2,healthcare representative,3,,4492.84,11681.39,4,yes,14,3,4,part time,0,,3,3,5,0,2,1980,53914.11,yes
31,no,travel_rarely,228.84,1,2,898,4,M,2,1,laboratory technician,1,married,4492.84,4805.67,1,no,12,3,3,part time,1,4,3,,4,3,2,1992,22180.0,no
25,yes,travel_rarely,290.04,3,3,899,1,M,3,1,laboratory technician,1,married,2342.59,6090.75,5,no,13,3,3,part time,1,6,5,,2,0,2,1998,28111.13,yes
45,no,,273.83,10,2,900,1,M,3,1,research scientist,4,married,2211.67,5750.33,3,no,21,,4,part time,2,8,3,2,2,0,2,1978,26540.0,yes
52,no,travel_rarely,1582.77,4,2,901,4,F,3,4,manager,4,married,12783.92,33238.2,2,no,13,3,4,full time,0,31,2,1,5,1,4,1971,153407.07,no
34,yes,travel_frequently,290.04,6,2,902,4,F,1,1,sales representative,3,,4492.84,6090.75,0,no,16,3,4,part time,1,3,3,2,2,1,0,1989,28111.13,yes
26,no,travel_rarely,290.04,23,3,903,1,F,3,1,research scientist,4,divorced,2342.59,6090.75,1,no,22,4,2,part time,2,,3,1,3,0,2,1997,28111.13,yes
29,no,,1231.39,3,4,904,2,M,2,3,research director,3,,9945.83,25859.17,1,no,18,3,3,full time,0,,2,3,10,0,7,1994,119350.0,yes
29,yes,,262.68,25,5,905,3,F,2,1,research scientist,2,married,4492.84,5516.33,5,no,16,3,2,part time,0,6,2,4,2,1,1,1994,25460.0,no
46,no,,1842.8,2,3,906,1,M,3,4,research director,3,married,4492.84,38698.83,6,no,13,3,3,full time,0,,2,1,3,0,1,1977,178610.0,no
46,no,,1032.49,10,3,907,3,F,2,3,sales executive,4,,8339.32,21682.23,2,desconocido,19,3,3,,1,15,3,3,3,1,2,1977,53914.11,no
30,no,travel_rarely,290.04,7,1,908,4,M,3,1,sales representative,2,single,4492.84,6090.75,0,desconocido,14,3,1,part time,0,,3,3,3,1,2,1993,28111.13,yes
34,yes,travel_frequently,1032.49,23,3,909,2,F,3,3,human resources,1,divorced,4492.84,21682.23,9,yes,15,3,3,part time,3,,2,3,3,0,2,1989,100071.84,no
42,no,,290.04,5,2,910,2,M,3,1,laboratory technician,3,married,2342.59,6090.75,4,no,17,3,4,part time,1,,4,,2,2,0,1981,28111.13,yes
22,yes,,401.76,25,1,911,3,M,2,1,laboratory technician,3,single,3245.0,8437.0,5,no,16,3,3,full time,0,4,3,3,2,1,2,2001,38940.0,yes
29,no,travel_rarely,439.73,19,3,912,4,M,3,2,manufacturing director,4,divorced,4492.84,9234.33,4,no,12,3,2,part time,2,8,2,4,3,1,2,1994,42620.0,yes
46,no,travel_frequently,1086.12,18,1,913,1,F,3,3,healthcare representative,3,married,4492.84,22808.5,5,no,11,3,4,,0,,3,2,2,1,2,1977,105270.0,yes
32,yes,,556.26,11,4,914,4,M,4,2,sales executive,3,,4492.84,11681.39,8,desconocido,12,3,4,part time,0,,2,3,4,1,2,1991,53914.11,yes
24,no,,247.62,24,3,915,4,M,3,1,sales representative,4,,2000.0,5200.0,0,no,13,3,3,,2,3,3,3,2,2,1,1999,53914.11,no
35,no,travel_rarely,379.79,25,2,916,1,M,2,2,laboratory technician,4,single,4492.84,7975.5,4,no,14,3,4,part time,0,,3,3,3,0,2,1988,36810.0,no
42,no,,556.26,2,4,917,3,F,3,2,healthcare representative,4,married,4492.84,11681.39,1,no,13,3,2,part time,2,10,4,3,10,2,2,1981,53914.11,yes
48,no,travel_rarely,1582.77,1,4,918,4,F,2,4,manager,1,married,4492.84,33238.2,7,no,11,3,1,full time,1,21,3,1,3,0,2,1975,153407.07,yes
44,no,travel_rarely,556.26,1,4,919,1,F,2,2,human resources,3,,4492.84,11681.39,4,no,11,,2,part time,0,10,1,4,2,0,2,1979,53914.11,yes
34,no,,290.04,14,3,920,3,F,3,1,sales representative,3,,2342.59,6090.75,1,yes,18,3,4,part time,2,8,3,3,8,0,6,1989,28111.13,yes
21,no,,355.64,22,1,921,3,M,3,1,sales representative,3,,2872.5,7468.5,1,desconocido,11,,3,full time,0,,2,3,3,1,2,2002,34470.0,yes
44,no,travel_rarely,2013.25,3,4,922,4,M,3,5,manager,4,,16260.83,42278.17,4,desconocido,12,3,1,,1,26,2,4,2,0,1,1979,53914.11,yes
22,no,travel_rarely,290.04,6,1,923,1,M,3,1,research scientist,3,married,2342.59,6090.75,0,desconocido,20,4,4,part time,0,,3,3,2,2,2,2001,28111.13,yes
26,no,travel_rarely,274.34,6,3,924,3,F,3,1,laboratory technician,4,,2215.83,5761.17,1,yes,13,,3,,1,,2,3,3,0,2,1997,53914.11,no
36,no,,912.79,9,2,925,2,M,2,2,manufacturing director,2,,7372.5,19168.5,2,yes,11,3,3,full time,1,13,2,3,3,0,2,1987,88470.0,yes
27,no,,210.99,3,4,926,1,M,2,1,research scientist,4,single,4492.84,4430.83,0,desconocido,13,3,4,part time,0,5,0,3,4,1,1,1996,20450.0,yes
23,no,travel_rarely,290.04,4,3,927,1,M,4,1,research scientist,1,,2342.59,6090.75,2,desconocido,16,3,1,part time,1,5,3,4,3,0,2,2000,28111.13,no
25,no,,500.5,8,3,928,4,M,4,2,sales executive,2,,4042.5,10510.5,0,no,22,4,3,part time,1,4,4,3,3,1,2,1998,48510.0,no
48,no,,837.78,14,1,929,14,M,4,2,sales executive,2,married,4492.84,17593.33,3,desconocido,12,3,4,full time,0,,3,3,2,2,2,1975,81200.0,yes
24,yes,travel_rarely,472.23,3,2,930,1,F,3,2,sales executive,3,single,3814.17,9916.83,9,no,14,3,1,part time,0,,3,3,2,2,0,1999,45770.0,yes
60,no,travel_rarely,557.66,16,4,931,1,M,3,2,sales executive,1,single,4492.84,11710.83,8,no,14,3,4,full time,0,10,1,3,2,2,2,1963,54050.0,no
50,no,,290.04,8,4,932,4,M,3,1,sales representative,2,married,2342.59,6090.75,7,no,15,3,4,part time,1,4,2,3,2,2,2,1973,28111.13,yes
44,no,non-travel,382.57,24,3,933,1,M,1,1,laboratory technician,3,single,4492.84,8034.0,2,desconocido,14,3,3,full time,0,9,5,3,5,1,4,1979,37080.0,no
47,no,travel_frequently,1420.71,3,3,934,4,F,3,4,sales executive,3,divorced,11475.0,29835.0,9,yes,12,3,4,full time,2,28,2,2,22,11,13,1976,137700.0,yes
42,yes,,290.04,19,3,935,3,M,4,1,research scientist,3,divorced,2342.59,6090.75,6,desconocido,12,3,4,part time,0,,2,3,2,2,2,1981,28111.13,yes
43,no,travel_frequently,556.26,15,3,936,4,M,2,2,sales executive,4,married,4492.84,11681.39,3,desconocido,18,,3,part time,1,7,5,3,2,2,2,1980,53914.11,yes
40,no,,290.04,2,1,937,4,F,2,1,research scientist,4,single,2342.59,6090.75,0,desconocido,20,4,4,part time,0,5,2,2,4,2,3,1983,28111.13,no
29,no,,236.99,10,3,938,4,M,3,1,sales representative,2,,1914.17,4976.83,1,no,14,3,4,,2,,2,3,2,2,2,1994,53914.11,no
53,no,,252.78,6,3,939,4,M,3,2,laboratory technician,4,single,2041.67,5308.33,2,desconocido,17,3,4,part time,0,19,4,3,2,2,2,1970,24500.0,no
23,no,travel_rarely,290.04,12,1,940,1,M,4,1,research scientist,3,single,2342.59,6090.75,1,desconocido,18,3,4,part time,0,,3,3,2,0,2,2000,28111.13,no
55,yes,,1973.98,2,3,941,4,M,3,5,manager,1,,15943.72,41453.67,5,yes,13,3,4,,1,24,2,3,5,1,4,1968,53914.11,no
26,no,travel_frequently,290.04,1,2,942,1,F,1,1,laboratory technician,4,,2342.59,6090.75,3,no,14,3,1,part time,1,,2,3,2,2,0,1997,28111.13,yes
34,no,travel_rarely,290.04,1,4,943,2,F,4,1,research scientist,4,single,2342.59,6090.75,2,no,16,3,3,,0,,2,3,4,1,3,1989,53914.11,no
27,no,,447.98,8,1,944,3,M,3,2,sales executive,4,married,3618.33,9407.67,0,desconocido,19,3,2,part time,1,5,3,3,4,1,1,1996,43420.0,yes
35,no,travel_rarely,265.37,8,4,945,1,F,3,1,sales representative,4,,2143.33,5572.67,1,no,16,3,2,,1,3,1,2,3,0,2,1988,53914.11,yes
30,no,travel_rarely,290.04,18,3,946,4,M,1,1,laboratory technician,3,married,2342.59,6090.75,3,no,21,,3,part time,2,7,2,3,2,0,2,1993,28111.13,yes
34,no,,670.63,8,2,947,3,F,3,2,sales executive,1,,5416.67,14083.33,5,no,17,3,2,,1,,1,3,3,1,2,1989,53914.11,yes
52,no,travel_rarely,324.9,25,4,948,25,F,3,2,laboratory technician,3,,2624.17,6822.83,8,desconocido,20,4,2,part time,1,9,3,3,5,1,4,1971,31490.0,yes
33,yes,travel_rarely,549.3,16,3,949,1,F,3,2,sales executive,1,single,4436.67,11535.33,5,desconocido,15,3,3,part time,0,,3,3,3,0,2,1990,53240.0,no
35,no,travel_rarely,290.04,20,4,950,20,F,4,1,research scientist,3,single,4492.84,6090.75,3,no,13,3,3,part time,0,7,0,3,2,2,2,1988,28111.13,no
28,yes,,452.11,2,4,951,3,M,3,1,research scientist,3,single,3651.67,9494.33,6,no,17,3,4,full time,0,5,3,2,2,2,1,1995,43820.0,yes
36,no,travel_rarely,290.04,13,3,952,3,M,3,1,human resources,2,married,2342.59,6090.75,4,desconocido,13,3,2,part time,1,,2,3,5,0,4,1987,28111.13,yes
34,no,travel_frequently,263.4,16,4,953,3,F,2,1,research scientist,4,single,2127.5,5531.5,1,no,16,3,3,part time,0,6,3,3,5,1,3,1989,25530.0,yes
34,no,,290.04,3,2,954,3,M,3,1,human resources,4,,2342.59,6090.75,0,desconocido,19,3,3,,1,4,1,1,3,0,2,1989,53914.11,no
44,no,travel_rarely,612.13,4,3,955,4,M,3,2,healthcare representative,2,single,4944.17,12854.83,9,desconocido,12,3,4,full time,0,10,2,2,5,2,3,1979,59330.0,yes
32,no,,454.28,13,4,956,2,M,3,2,sales executive,4,divorced,4492.84,9539.83,2,desconocido,11,3,3,part time,1,8,3,2,5,0,3,1991,44030.0,yes
53,no,,1128.11,7,2,957,1,F,2,3,sales executive,4,married,9111.67,23690.33,7,yes,18,3,4,full time,1,35,3,3,5,0,4,1970,109340.0,no
22,no,,556.26,1,2,958,4,M,2,2,manufacturing director,4,,4492.84,11681.39,6,desconocido,22,4,1,part time,2,4,2,1,2,2,2,2001,53914.11,no
44,no,travel_rarely,290.04,8,4,959,1,M,4,1,laboratory technician,4,,2342.59,6090.75,2,yes,24,4,3,part time,1,10,2,2,3,0,2,1979,28111.13,no
35,yes,travel_frequently,208.62,25,4,960,4,F,3,1,research scientist,2,divorced,1685.0,4381.0,1,desconocido,19,3,1,part time,1,10,3,2,10,7,8,1988,20220.0,yes
25,no,,439.11,4,1,961,3,M,2,2,sales executive,1,,3546.67,9221.33,1,no,12,3,1,part time,0,5,1,4,5,0,3,1998,42560.0,no
49,no,travel_rarely,369.37,1,3,962,3,F,3,1,research scientist,1,,2983.33,7756.67,2,no,16,3,2,,1,7,2,3,4,0,2,1974,53914.11,no
24,no,non-travel,290.04,19,1,963,1,M,2,1,laboratory technician,4,,2342.59,6090.75,0,desconocido,17,3,4,part time,0,,2,2,5,3,4,1999,28111.13,no
38,no,travel_rarely,299.1,9,3,964,2,M,2,1,sales representative,2,,2415.83,6281.17,0,desconocido,19,3,4,full time,1,3,3,3,2,1,2,1985,28990.0,yes
29,yes,travel_rarely,290.04,1,3,965,2,F,2,1,sales representative,3,,2342.59,6090.75,6,yes,19,3,3,part time,3,5,3,3,3,0,2,1994,28111.13,no
43,no,travel_frequently,573.86,1,3,966,4,F,3,2,healthcare representative,4,married,4635.0,12051.0,4,desconocido,13,3,2,,1,12,2,2,5,2,2,1980,53914.11,yes
28,no,travel_rarely,556.26,5,4,967,1,M,3,2,sales executive,4,single,4492.84,11681.39,1,desconocido,14,3,2,part time,0,4,3,3,4,0,2,1995,53914.11,no
20,yes,travel_rarely,290.04,2,3,968,3,F,2,1,sales representative,3,single,2342.59,6090.75,1,desconocido,13,3,4,part time,0,2,3,2,2,0,2,2003,28111.13,yes
47,no,,290.04,2,4,969,4,F,2,1,sales representative,4,single,2342.59,6090.75,1,yes,18,3,1,,0,3,3,2,3,1,2,1976,53914.11,yes
22,yes,travel_rarely,556.26,3,1,970,2,F,3,2,manufacturing director,3,married,4492.84,11681.39,0,yes,19,3,1,part time,1,4,3,4,3,0,2,2001,53914.11,yes
28,no,,245.25,9,3,971,3,F,3,1,research scientist,3,divorced,1980.83,5150.17,5,no,18,3,2,part time,1,6,2,3,2,2,2,1995,23770.0,yes
39,yes,,248.03,6,3,972,4,M,3,1,laboratory technician,1,married,4492.84,5208.67,7,desconocido,21,4,4,part time,0,,2,1,2,2,2,1984,24040.0,yes
33,no,travel_rarely,288.79,1,4,973,3,M,2,1,research scientist,1,single,2332.5,6064.5,3,desconocido,11,3,2,part time,0,,1,3,3,0,2,1990,27990.0,no
36,no,travel_rarely,290.04,7,4,974,2,M,3,1,research scientist,4,single,2342.59,6090.75,2,desconocido,18,3,3,part time,0,8,6,3,6,0,1,1987,28111.13,yes
35,no,travel_rarely,556.26,48,3,975,3,F,3,2,sales executive,3,,4492.84,11681.39,1,desconocido,16,3,2,,0,5,3,3,5,1,0,1988,53914.11,yes
31,yes,,290.04,9,2,976,3,M,2,1,research scientist,1,single,4492.84,6090.75,0,yes,22,4,1,part time,0,4,0,3,3,1,2,1992,28111.13,no
33,no,travel_rarely,356.16,13,1,977,2,F,3,1,research scientist,4,single,2876.67,7479.33,3,desconocido,18,3,1,full time,0,5,4,3,3,0,2,1990,34520.0,no
27,no,,290.02,24,4,978,24,F,3,1,laboratory technician,2,married,2342.5,6090.5,9,no,14,3,2,part time,1,4,2,3,2,2,2,1996,28110.0,no
30,yes,travel_rarely,290.04,22,3,979,1,F,3,1,research scientist,3,married,4492.84,6090.75,4,desconocido,11,3,2,part time,0,,2,,5,0,1,1993,28111.13,yes
24,no,,451.6,17,1,980,4,F,2,2,manufacturing director,3,divorced,3647.5,9483.5,1,no,15,3,2,part time,2,5,6,3,4,3,2,1999,43770.0,no
35,yes,travel_rarely,290.04,14,4,981,3,M,2,1,laboratory technician,2,divorced,2342.59,6090.75,1,yes,24,4,4,part time,1,5,2,1,4,0,2,1988,28111.13,no
30,yes,,290.04,5,3,982,2,F,3,1,laboratory technician,2,,2342.59,6090.75,0,desconocido,17,3,1,part time,0,4,3,3,3,1,2,1993,28111.13,yes
48,no,travel_rarely,437.46,6,3,983,1,M,2,2,healthcare representative,3,,3533.33,9186.67,2,no,13,3,4,,0,19,0,3,2,2,2,1975,53914.11,yes
41,no,travel_rarely,556.26,7,2,984,4,F,3,2,manufacturing director,3,,4492.84,11681.39,6,desconocido,14,3,2,,0,8,6,3,2,2,1,1982,53914.11,no
27,no,,436.12,2,4,985,1,F,3,2,manufacturing director,4,,3522.5,9158.5,0,desconocido,18,3,2,part time,1,,2,,3,2,2,1996,42270.0,yes
35,no,travel_rarely,404.13,10,3,986,2,M,3,1,laboratory technician,4,,3264.17,8486.83,1,no,20,4,1,full time,1,3,4,2,3,1,2,1988,39170.0,no
26,yes,non-travel,512.67,29,2,987,2,M,1,2,sales executive,1,single,4492.84,10766.17,8,no,18,3,4,part time,0,,6,3,2,2,2,1997,49690.0,yes
33,no,non-travel,290.04,8,1,988,2,F,2,1,sales representative,4,,4492.84,6090.75,0,desconocido,19,3,4,part time,0,,2,2,2,2,2,1990,28111.13,no
26,yes,,210.68,2,3,989,1,M,3,1,research scientist,1,married,1701.67,4424.33,6,desconocido,14,3,2,part time,1,6,2,3,3,1,2,1997,20420.0,yes
38,no,travel_frequently,291.06,3,4,990,3,M,3,1,research scientist,3,,2350.83,6112.17,3,no,16,3,1,,1,8,2,3,2,2,2,1985,53914.11,no
46,no,,1973.98,47,4,991,47,M,3,5,research director,4,,4492.84,41453.67,9,no,17,3,4,full time,2,23,0,3,2,2,2,1977,191324.62,yes
20,yes,,290.04,9,3,992,4,F,3,1,sales representative,4,single,2342.59,6090.75,1,yes,14,3,2,part time,0,2,3,3,2,0,2,2003,28111.13,yes
30,no,,1027.31,20,3,993,20,M,3,2,manufacturing director,1,married,8297.5,21573.5,0,desconocido,15,3,3,,1,7,1,2,6,0,2,1993,53914.11,no
27,no,non-travel,290.04,8,5,994,1,M,1,1,laboratory technician,3,married,2342.59,6090.75,1,desconocido,19,3,4,part time,3,3,4,,3,1,2,1996,28111.13,no
55,no,,1032.49,2,1,995,4,M,3,3,manufacturing director,2,married,4492.84,21682.23,3,no,18,3,2,part time,1,23,4,3,3,1,2,1968,100071.84,yes
33,no,travel_rarely,1032.49,5,3,996,4,M,2,3,healthcare representative,4,,8339.32,21682.23,4,no,15,3,3,,1,,2,3,3,1,2,1990,100071.84,yes
28,no,,227.71,15,2,997,1,M,3,1,laboratory technician,3,,1839.17,4781.83,1,no,16,3,4,,1,4,5,2,4,2,2,1995,22070.0,yes
34,no,,800.22,3,1,998,1,M,3,2,healthcare representative,4,,6463.33,16804.67,0,no,17,3,3,,0,,1,2,6,0,4,1989,53914.11,yes
33,yes,,290.04,25,3,999,1,M,2,1,research scientist,2,single,2342.59,6090.75,4,yes,20,4,2,part time,0,5,0,3,2,2,2,1990,28111.13,no
33,no,,556.26,7,3,1000,4,F,3,2,sales executive,2,married,4492.84,11681.39,0,no,17,3,3,part time,1,4,3,3,3,0,2,1990,53914.11,no
21,no,,213.57,1,1,1001,4,F,2,1,research scientist,2,single,4492.84,4485.0,1,yes,11,3,3,part time,0,2,6,4,2,2,2,2002,20700.0,yes
31,no,travel_frequently,287.96,20,3,1002,3,M,4,1,sales representative,4,married,4492.84,6047.17,0,no,12,,1,,1,3,4,3,2,2,2,1992,27910.0,yes
35,no,,556.26,11,2,1003,4,M,3,2,sales executive,4,divorced,4492.84,11681.39,1,desconocido,11,3,4,,1,5,3,3,5,0,2,1988,53914.11,yes
34,no,,556.26,2,2,1004,4,M,3,2,manufacturing director,3,single,4492.84,11681.39,2,no,11,3,4,,0,,3,,3,0,2,1989,53914.11,yes
33,yes,,848.51,9,4,1005,1,F,3,2,sales executive,1,single,4492.84,17818.67,0,desconocido,17,3,1,full time,0,6,3,3,5,0,3,1990,82240.0,no
31,yes,,269.29,15,3,1006,3,M,3,1,laboratory technician,3,,4492.84,5655.0,1,no,12,3,3,part time,1,,5,2,2,2,2,1992,26100.0,yes
37,no,travel_rarely,591.29,25,2,1007,3,F,2,2,healthcare representative,4,,4775.83,12417.17,7,no,13,3,3,full time,2,9,2,3,6,1,3,1986,57310.0,yes
27,no,travel_rarely,261.96,6,3,1008,4,M,2,1,research scientist,3,married,4492.84,5501.17,1,no,13,,3,part time,1,4,0,3,4,2,2,1996,25390.0,yes
35,no,travel_frequently,245.14,4,4,1009,4,M,2,1,laboratory technician,4,married,4492.84,5148.0,1,desconocido,13,3,2,part time,1,2,2,4,2,2,2,1988,23760.0,yes
56,no,,1973.98,4,4,1010,4,F,3,5,manager,1,divorced,15943.72,41453.67,4,no,13,3,4,full time,1,28,2,3,5,4,2,1967,191324.62,yes
45,no,,290.04,7,3,1011,1,F,3,1,research scientist,3,,2342.59,6090.75,4,yes,19,3,3,part time,1,,2,,3,0,2,1978,28111.13,yes
20,no,travel_rarely,290.04,3,3,1012,1,M,2,1,laboratory technician,3,single,2342.59,6090.75,1,desconocido,12,3,1,part time,0,2,2,2,2,1,2,2003,28111.13,yes
50,no,travel_frequently,1582.77,2,3,1013,4,F,3,4,manager,1,,12783.92,33238.2,2,no,22,4,3,full time,1,,3,,2,2,2,1973,153407.07,yes
46,no,,1968.67,15,2,1014,4,M,3,5,research director,2,,4492.84,41342.17,5,desconocido,11,3,1,full time,1,25,2,3,4,0,3,1977,190810.0,yes
